SCHL_NR_ID,CNSS_YR,CNSS_SB_ID,SCHOOL_NM,SCHL_DSTRT,ELMNTRY_ST,SCNDRY_SCT,SCHL_YR_PD,DT_PBLCTNR,LATITUDE,LONGITUDE,X,Y
828,2011,5915025,Alpha Secondary,Burnaby,0,1032,2016/2017,2017,49.275538,-123.00032,,
829,2011,5915025,Armstrong Elementary,Burnaby,389,0,2016/2017,2017,49.233919,-122.90744,,
830,2011,5915025,Aubrey Elementary,Burnaby,383,0,2016/2017,2017,49.274541,-122.97703,,
831,2011,5915025,BC Provincial School for the Deaf Elem,Burnaby,49,0,2016/2017,2017,49.216600,-123.00407,,
832,2011,5915025,BC Provincial School for the Deaf Sec,Burnaby,0,45,2016/2017,2017,49.214889,-122.98502,,
833,2011,5915025,Brantford Elementary,Burnaby,353,0,2016/2017,2017,49.224899,-122.96772,,
834,2011,5915025,Brentwood Park Elementary,Burnaby,478,0,2016/2017,2017,49.271421,-122.99221,,
835,2011,5915025,Buckingham Elementary,Burnaby,228,0,2016/2017,2017,49.232987,-122.95591,,
836,2011,5915025,Burnaby Central Secondary,Burnaby,0,1458,2016/2017,2017,49.240899,-122.97616,,
837,2011,5915025,Burnaby Continuing Education,Burnaby,0,261,2016/2017,2017,49.248461,-122.98707,,
838,2011,5915025,Burnaby Montessori School,Burnaby,10,0,2016/2017,2017,49.249093,-122.97476,,
839,2011,5915025,Burnaby Mountain Secondary,Burnaby,0,1454,2016/2017,2017,49.255978,-122.91005,,
840,2011,5915025,Burnaby North Secondary,Burnaby,0,1786,2016/2017,2017,49.278611,-122.97121,,
841,2011,5915025,Burnaby Online Program,Burnaby,17,1198,2016/2017,2017,49.232883,-122.91599,,
842,2011,5915025,Burnaby South Alternate Secondary Prg,Burnaby,0,20,2016/2017,2017,49.214889,-122.98502,,
843,2011,5915025,Burnaby South Secondary,Burnaby,0,1751,2016/2017,2017,49.214889,-122.98502,,
844,2011,5915025,Byrne Creek Community School,Burnaby,0,1027,2016/2017,2017,49.208875,-122.94953,,
845,2011,5915025,Cameron Elementary,Burnaby,402,0,2016/2017,2017,49.252280,-122.90066,,
846,2011,5915025,Royal Oak Secondary Program,Burnaby,0,18,2016/2017,2017,49.248461,-122.98707,,
847,2011,5915025,Capitol Hill Elementary,Burnaby,359,0,2016/2017,2017,49.280873,-122.98088,,
848,2011,5915025,Cariboo Hill Alternate Secondary Program,Burnaby,0,30,2016/2017,2017,49.232883,-122.91599,,
849,2011,5915025,Cariboo Hill Secondary,Burnaby,0,613,2016/2017,2017,49.232883,-122.91599,,
850,2011,5915025,Carver Christian High School,Burnaby,45,279,2016/2017,2017,49.236136,-122.90002,,
851,2011,5915025,Cascade Heights Elementary,Burnaby,437,0,2016/2017,2017,49.245732,-123.01984,,
852,2011,5915025,Chaffey-Burke Elementary,Burnaby,520,0,2016/2017,2017,49.234147,-123.00617,,
853,2011,5915025,Clinton Elementary,Burnaby,312,0,2016/2017,2017,49.212932,-122.97818,,
854,2011,5915025,Confederation Park Elementary,Burnaby,222,0,2016/2017,2017,49.282793,-122.99644,,
855,2011,5915025,Deer Lake SDA School,Burnaby,161,114,2016/2017,2017,49.241798,-122.98303,,
856,2011,5915025,Douglas Road Elementary,Burnaby,250,0,2016/2017,2017,49.248893,-122.98065,,
857,2011,5915025,Ecole Inman Elementary,Burnaby,390,0,2016/2017,2017,49.238795,-123.01656,,
858,2011,5915025,Ecole Seaforth Elementary,Burnaby,502,0,2016/2017,2017,49.250929,-122.93571,,
859,2011,5915025,Edmonds Community,Burnaby,288,0,2016/2017,2017,49.222271,-122.94032,,
860,2011,5915025,Forest Grove Elementary,Burnaby,305,0,2016/2017,2017,49.264235,-122.91629,,
861,2011,5915025,Fraser Park Secondary Program (Open),Burnaby,0,6,2016/2017,2017,49.185823,-122.98988,,
862,2011,5915025,Fraser Park Secondary Program (Secure),Burnaby,0,22,2016/2017,2017,49.185823,-122.98988,,
863,2011,5915025,Gilmore Community Elementary,Burnaby,364,0,2016/2017,2017,49.284225,-123.01408,,
864,2011,5915025,Gilpin Elementary,Burnaby,231,0,2016/2017,2017,49.243808,-122.98456,,
865,2011,5915025,Glenwood Elementary,Burnaby,94,0,2016/2017,2017,49.205948,-122.97977,,
866,2011,5915025,Holy Cross Elementary School,Burnaby,249,0,2016/2017,2017,49.271457,-122.99211,,
867,2011,5915025,John Knox Christian School,Burnaby,405,0,2016/2017,2017,49.226466,-122.92075,,
868,2011,5915025,Kitchener Elementary,Burnaby,294,0,2016/2017,2017,49.272513,-123.01431,,
869,2011,5915025,Lakeview Elementary,Burnaby,274,0,2016/2017,2017,49.229641,-122.94514,,
870,2011,5915025,Lochdale Community,Burnaby,301,0,2016/2017,2017,49.273354,-122.95919,,
871,2011,5915025,Lyndhurst Elementary,Burnaby,99,0,2016/2017,2017,49.258893,-122.89563,,
872,2011,5915025,Maples Secondary School,Burnaby,0,4,2016/2017,2017,49.253121,-123.00439,,
873,2011,5915025,Marlborough Elementary,Burnaby,933,0,2016/2017,2017,49.229781,-122.99146,,
874,2011,5915025,Maywood Community School,Burnaby,435,0,2016/2017,2017,49.222006,-123.00026,,
875,2011,5915034,Mediated Learning Academy,Burnaby,50,59,2016/2017,2017,49.268233,-122.89106,,
876,2011,5915025,Montecito Elementary,Burnaby,258,0,2016/2017,2017,49.264311,-122.95334,,
877,2011,5915025,Morley Elementary,Burnaby,345,0,2016/2017,2017,49.225962,-122.95744,,
878,2011,5915025,Moscrop Secondary,Burnaby,0,1431,2016/2017,2017,49.243029,-123.00446,,
879,2011,5915025,Nelson Elementary,Burnaby,348,0,2016/2017,2017,49.215732,-122.99486,,
880,2011,5915025,Our Lady of Mercy,Burnaby,234,0,2016/2017,2017,49.214283,-122.93640,,
881,2011,5915025,Parkcrest Elementary,Burnaby,181,0,2016/2017,2017,49.268010,-122.97629,,
882,2011,5915025,Prov Oral Program Deaf/Hard of Hearing,Burnaby,0,20,2016/2017,2017,49.214889,-122.98502,,
883,2011,5915025,Rosser Elementary,Burnaby,135,0,2016/2017,2017,49.282870,-123.00653,,
884,2011,5915025,Second Street Community,Burnaby,330,0,2016/2017,2017,49.227622,-122.92809,,
885,2011,5915025,South Slope Elementary,Burnaby,225,0,2016/2017,2017,49.216600,-123.00407,,
886,2011,5915025,Sperling Elementary,Burnaby,509,0,2016/2017,2017,49.263919,-122.96457,,
887,2011,5915025,St Francis de Sales,Burnaby,251,0,2016/2017,2017,49.220185,-122.96561,,
888,2011,5915025,St Helen's,Burnaby,361,0,2016/2017,2017,49.283791,-123.01867,,
889,2011,5915025,St Michaels,Burnaby,232,0,2016/2017,2017,49.235708,-122.89579,,
890,2011,5915025,St Thomas More Collegiate,Burnaby,0,675,2016/2017,2017,49.215483,-122.93861,,
891,2011,5915025,Stoney Creek Elementary,Burnaby,259,0,2016/2017,2017,49.258758,-122.90455,,
892,2011,5915025,Stride Avenue Community School,Burnaby,288,0,2016/2017,2017,49.211434,-122.95507,,
893,2011,5915025,Suncrest Elementary,Burnaby,283,0,2016/2017,2017,49.214852,-123.01844,,
894,2011,5915025,Taylor Park Elementary,Burnaby,586,0,2016/2017,2017,49.206941,-122.96046,,
895,2011,5915025,Twelfth Avenue Elementary,Burnaby,300,0,2016/2017,2017,49.217455,-122.93496,,
896,2011,5915025,University Highlands Elementary,Burnaby,245,0,2016/2017,2017,49.278249,-122.90882,,
897,2011,5915025,Westridge Elementary,Burnaby,280,0,2016/2017,2017,49.279545,-122.96239,,
898,2011,5915025,Whytecliff Agile Learning Centre-Burnaby,Burnaby,0,20,2016/2017,2017,49.253747,-123.02346,,
899,2011,5915025,Windsor Elementary,Burnaby,212,0,2016/2017,2017,49.222002,-122.97380,,
900,2011,5915075,Albion Elementary,Maple Ridge-Pitt Meadows,572,0,2016/2017,2017,49.184223,-122.55690,,
901,2011,5915075,Alexander Robinson Elementary,Maple Ridge-Pitt Meadows,565,0,2016/2017,2017,49.217429,-122.56133,,
902,2011,5915075,Alouette Elementary,Maple Ridge-Pitt Meadows,443,0,2016/2017,2017,49.229750,-122.60761,,
903,2011,5915075,Blue Mountain Elementary,Maple Ridge-Pitt Meadows,269,0,2016/2017,2017,49.228710,-122.53499,,
904,2011,5915075,Continuing Ed SD 42,Maple Ridge-Pitt Meadows,0,287,2016/2017,2017,49.214894,-122.65189,,
905,2011,5915070,Davie Jones Elementary,Maple Ridge-Pitt Meadows,366,0,2016/2017,2017,49.221176,-122.68372,,
906,2011,5915075,District 42 Alternative Secondary,Maple Ridge-Pitt Meadows,1,119,2016/2017,2017,49.236001,-122.57935,,
907,2011,5915070,Edith McDermott Elementary,Maple Ridge-Pitt Meadows,318,0,2016/2017,2017,49.223876,-122.68066,,
908,2011,5915075,Environmental School Project,Maple Ridge-Pitt Meadows,88,0,2016/2017,2017,49.221878,-122.60587,,
909,2011,5915075,Eric Langton Elementary,Maple Ridge-Pitt Meadows,422,0,2016/2017,2017,49.222976,-122.59768,,
910,2011,5915075,Fairview Elementary,Maple Ridge-Pitt Meadows,288,0,2016/2017,2017,49.224327,-122.65046,,
911,2011,5915075,Garibaldi Secondary,Maple Ridge-Pitt Meadows,0,748,2016/2017,2017,49.220303,-122.53499,,
912,2011,5915075,Glenwood Elementary,Maple Ridge-Pitt Meadows,328,0,2016/2017,2017,49.221991,-122.62824,,
913,2011,5915075,Golden Ears Elementary,Maple Ridge-Pitt Meadows,489,0,2016/2017,2017,49.216543,-122.58154,,
914,2011,5915075,Hammond Elementary,Maple Ridge-Pitt Meadows,421,0,2016/2017,2017,49.212315,-122.65848,,
915,2011,5915075,Harry Hooge Elementary,Maple Ridge-Pitt Meadows,430,0,2016/2017,2017,49.225296,-122.58475,,
916,2011,5915070,Highland Park Elementary,Maple Ridge-Pitt Meadows,305,0,2016/2017,2017,49.226148,-122.69623,,
917,2011,5915075,James Cameron School,Maple Ridge-Pitt Meadows,33,0,2016/2017,2017,49.221494,-122.65966,,
918,2011,5915075,Kanaka Creek Elementary,Maple Ridge-Pitt Meadows,617,0,2016/2017,2017,49.204026,-122.57293,,
919,2011,5915075,Laity View Elementary,Maple Ridge-Pitt Meadows,685,0,2016/2017,2017,49.226337,-122.63880,,
920,2011,5915075,Maple Ridge Christian School,Maple Ridge-Pitt Meadows,202,81,2016/2017,2017,49.223304,-122.65667,,
921,2011,5915075,Maple Ridge Elementary,Maple Ridge-Pitt Meadows,395,0,2016/2017,2017,49.212731,-122.64463,,
922,2011,5915075,Maple Ridge Secondary,Maple Ridge-Pitt Meadows,0,1317,2016/2017,2017,49.224230,-122.61402,,
923,2011,5915075,Meadow Montessori,Maple Ridge-Pitt Meadows,36,0,2016/2017,2017,49.209370,-122.64967,,
924,2011,5915075,Meadowridge School,Maple Ridge-Pitt Meadows,305,228,2016/2017,2017,49.224393,-122.55711,,
925,2011,5915075,Outreach Alternate Secondary,Maple Ridge-Pitt Meadows,0,131,2016/2017,2017,49.224230,-122.61402,,
926,2011,5915070,Pitt Meadows Elementary,Maple Ridge-Pitt Meadows,583,0,2016/2017,2017,49.219414,-122.68967,,
927,2011,5915070,Pitt Meadows Secondary,Maple Ridge-Pitt Meadows,0,866,2016/2017,2017,49.214360,-122.68273,,
928,2011,5915075,Samuel Robertson Technical Secondary,Maple Ridge-Pitt Meadows,0,785,2016/2017,2017,49.192059,-122.54252,,
929,2011,5915075,SD 42 Connected Learning Community,Maple Ridge-Pitt Meadows,19,297,2016/2017,2017,49.214894,-122.65189,,
930,2011,5915075,St Patrick's,Maple Ridge-Pitt Meadows,267,0,2016/2017,2017,49.222364,-122.59619,,
931,2011,5915075,Thomas Haney Centre,Maple Ridge-Pitt Meadows,0,1144,2016/2017,2017,49.212906,-122.58529,,
932,2011,5915075,Webster's Corners Elementary,Maple Ridge-Pitt Meadows,202,0,2016/2017,2017,49.220416,-122.51372,,
933,2011,5915075,Westview Secondary,Maple Ridge-Pitt Meadows,0,765,2016/2017,2017,49.223448,-122.64243,,
934,2011,5915075,Whonnock Elementary,Maple Ridge-Pitt Meadows,294,0,2016/2017,2017,49.205683,-122.46096,,
935,2011,5915075,Yennadon Elementary,Maple Ridge-Pitt Meadows,574,0,2016/2017,2017,49.234814,-122.57523,,
936,2011,5915034,Alderson Elementary,Coquitlam,193,0,2016/2017,2017,49.238748,-122.87594,,
937,2011,5915038,Anmore Elementary,Coquitlam,146,0,2016/2017,2017,49.311752,-122.85797,,
938,2011,5915039,Archbishop Carney Regional Secondary,Coquitlam,0,557,2016/2017,2017,49.258435,-122.75169,,
939,2011,5915043,Aspenwood Elementary,Coquitlam,514,0,2016/2017,2017,49.302263,-122.82962,,
940,2011,5915034,Baker Drive Elementary,Coquitlam,234,0,2016/2017,2017,49.268419,-122.82470,,
941,2011,5915034,Banting Middle School,Coquitlam,363,186,2016/2017,2017,49.264255,-122.87710,,
942,2011,5915039,Birchland Elementary,Coquitlam,180,0,2016/2017,2017,49.268955,-122.75120,,
943,2011,5915039,Blakeburn Elementary,Coquitlam,375,0,2016/2017,2017,49.263330,-122.74225,,
944,2011,5915034,Bramblewood Elementary,Coquitlam,310,0,2016/2017,2017,49.297513,-122.81225,,
945,2011,5915039,British Columbia Christian Academy,Coquitlam,186,136,2016/2017,2017,49.279907,-122.74358,,
946,2011,5915034,Cape Horn Elementary,Coquitlam,231,0,2016/2017,2017,49.234431,-122.83676,,
947,2011,5915039,Castle Park Elementary,Coquitlam,332,0,2016/2017,2017,49.233084,-122.78564,,
948,2011,5915039,Cedar Drive Elementary,Coquitlam,269,0,2016/2017,2017,49.270723,-122.73992,,
949,2011,5915034,Centennial School,Coquitlam,0,1323,2016/2017,2017,49.252446,-122.84659,,
950,2011,5915039,Central Elementary,Coquitlam,301,0,2016/2017,2017,49.256064,-122.78104,,
951,2011,5915034,Children of Integrity Montessori,Coquitlam,59,0,2016/2017,2017,49.273372,-122.82107,,
952,2011,5915039,Citadel Middle School,Coquitlam,280,110,2016/2017,2017,49.236894,-122.77646,,
953,2011,5915034,Como Lake Middle School,Coquitlam,191,99,2016/2017,2017,49.251481,-122.86173,,
954,2011,5915034,Continuing Ed SD 43,Coquitlam,0,449,2016/2017,2017,49.243158,-122.83912,,
955,2011,5915034,Coquitlam Alternate Basic Education,Coquitlam,0,169,2016/2017,2017,49.256183,-122.85471,,
956,2011,5915034,Coquitlam College - Brookmere Secondary,Coquitlam,0,129,2016/2017,2017,49.251118,-122.89139,,
957,2011,5915034,Coquitlam Open Learning 10-12,Coquitlam,0,834,2016/2017,2017,49.240531,-122.85407,,
958,2011,5915039,Coquitlam River Elementary,Coquitlam,250,0,2016/2017,2017,49.287836,-122.76715,,
959,2011,5915034,Dr Charles Best Secondary,Coquitlam,0,1406,2016/2017,2017,49.263229,-122.82037,,
960,2011,5915038,Eagle Mountain Middle School,Coquitlam,372,198,2016/2017,2017,49.302341,-122.83991,,
961,2011,5915034,Eagle Ridge Elementary,Coquitlam,393,0,2016/2017,2017,49.285355,-122.81774,,
962,2011,5915034,Ecole Porter Street Elementary,Coquitlam,379,0,2016/2017,2017,49.261691,-122.86328,,
963,2011,5915034,Encompass 10-12,Coquitlam,0,74,2016/2017,2017,49.251389,-122.84940,,
964,2011,5915034,Encompass K-9,Coquitlam,91,22,2016/2017,2017,49.251389,-122.84940,,
965,2011,5915034,Glen Elementary,Coquitlam,477,0,2016/2017,2017,49.282637,-122.79005,,
966,2011,5915043,Glenayre Elementary,Coquitlam,426,0,2016/2017,2017,49.274539,-122.88837,,
967,2011,5915034,Gleneagle Secondary,Coquitlam,0,1332,2016/2017,2017,49.283964,-122.80936,,
968,2011,5915034,Hampton Park Elementary,Coquitlam,330,0,2016/2017,2017,49.310567,-122.78743,,
969,2011,5915034,Harbour View Elementary,Coquitlam,280,0,2016/2017,2017,49.268376,-122.86026,,
970,2011,5915039,Hazel Trembath Elementary,Coquitlam,157,0,2016/2017,2017,49.237989,-122.78326,,
971,2011,5915043,Heritage Mountain Elementary,Coquitlam,373,0,2016/2017,2017,49.295106,-122.83320,,
972,2011,5915043,Heritage Woods Secondary,Coquitlam,0,1372,2016/2017,2017,49.298453,-122.84303,,
973,2011,5915034,Hillcrest Middle School,Coquitlam,360,200,2016/2017,2017,49.261638,-122.83537,,
974,2011,5915039,Hope Lutheran Christian School,Coquitlam,283,46,2016/2017,2017,49.270210,-122.76446,,
975,2011,5915034,Inquiry Hub,Coquitlam,0,62,2016/2017,2017,49.240531,-122.85407,,
976,2011,5915039,Irvine Elementary,Coquitlam,424,0,2016/2017,2017,49.281799,-122.76162,,
977,2011,5915039,James Park Elementary,Coquitlam,309,0,2016/2017,2017,49.265142,-122.76300,,
978,2011,5915039,Kilmer Elementary,Coquitlam,307,0,2016/2017,2017,49.243951,-122.77184,,
979,2011,5915039,Kwayhquitlum Middle School,Coquitlam,470,227,2016/2017,2017,49.272195,-122.77034,,
980,2011,5915034,Leigh Elementary,Coquitlam,496,0,2016/2017,2017,49.286651,-122.75033,,
981,2011,5915034,LINC-CLC,Coquitlam,0,48,2016/2017,2017,49.243158,-122.83912,,
982,2011,5915034,Lord Baden-Powell Elementary,Coquitlam,213,0,2016/2017,2017,49.248238,-122.87301,,
983,2011,5915034,Maillard Middle School,Coquitlam,247,136,2016/2017,2017,49.244984,-122.85519,,
984,2011,5915039,Maple Creek Middle School,Coquitlam,351,197,2016/2017,2017,49.278405,-122.78199,,
985,2011,5915039,Mary Hill Elementary,Coquitlam,321,0,2016/2017,2017,49.250756,-122.77569,,
986,2011,5915034,Meadowbrook Elementary,Coquitlam,175,0,2016/2017,2017,49.266897,-122.79915,,
987,2011,5915034,Miller Park Community School,Coquitlam,236,0,2016/2017,2017,49.265822,-122.87887,,
988,2011,5915039,Minnekhada Middle School,Coquitlam,285,149,2016/2017,2017,49.274775,-122.75152,,
989,2011,5915034,Montgomery Middle School,Coquitlam,197,115,2016/2017,2017,49.244677,-122.84137,,
990,2011,5915043,Moody Elementary,Coquitlam,188,0,2016/2017,2017,49.276639,-122.85207,,
991,2011,5915043,Moody Middle School,Coquitlam,179,100,2016/2017,2017,49.276559,-122.84014,,
992,2011,5915043,Mountain Meadows Elementary,Coquitlam,217,0,2016/2017,2017,49.290107,-122.82276,,
993,2011,5915034,Mountain View Elementary,Coquitlam,156,0,2016/2017,2017,49.260024,-122.87910,,
994,2011,5915034,Mundy Road Elementary,Coquitlam,196,0,2016/2017,2017,49.248987,-122.83427,,
995,2011,5915034,Nestor Elementary,Coquitlam,468,0,2016/2017,2017,49.289965,-122.77850,,
996,2011,5915034,Our Lady of Fatima,Coquitlam,375,0,2016/2017,2017,49.242383,-122.87767,,
997,2011,5915039,Our Lady of the Assumption,Coquitlam,243,0,2016/2017,2017,49.269320,-122.77648,,
998,2011,5915034,Panorama Heights Elementary,Coquitlam,493,0,2016/2017,2017,49.299846,-122.80032,,
999,2011,5915034,Parkland Elementary,Coquitlam,270,0,2016/2017,2017,49.261628,-122.84849,,
1000,2011,5915034,Pinetree Secondary,Coquitlam,0,1481,2016/2017,2017,49.290976,-122.79160,,
1001,2011,5915034,Pinetree Way Elementary,Coquitlam,311,0,2016/2017,2017,49.300166,-122.78535,,
1002,2011,5915039,Pitt River Middle School,Coquitlam,331,151,2016/2017,2017,49.254440,-122.77524,,
1003,2011,5915043,Pleasantside Elementary,Coquitlam,166,0,2016/2017,2017,49.294264,-122.85575,,
1004,2011,5915043,Port Moody Secondary,Coquitlam,0,1204,2016/2017,2017,49.275070,-122.86668,,
1005,2011,5915034,Queen of All Saints Elementary,Coquitlam,233,0,2016/2017,2017,49.263524,-122.85323,,
1006,2011,5915034,R C Macdonald Elementary,Coquitlam,136,0,2016/2017,2017,49.245367,-122.82315,,
1007,2011,5915034,Ranch Park Elementary,Coquitlam,228,0,2016/2017,2017,49.263993,-122.81234,,
1008,2011,5915039,Riverside Secondary,Coquitlam,0,1431,2016/2017,2017,49.256174,-122.78816,,
1009,2011,5915034,Riverview Park Elementary,Coquitlam,249,0,2016/2017,2017,49.257111,-122.80488,,
1010,2011,5915034,Rochester Elementary,Coquitlam,408,0,2016/2017,2017,49.246211,-122.85237,,
1011,2011,5915034,Roy Stibbs Elementary,Coquitlam,208,0,2016/2017,2017,49.253723,-122.88280,,
1012,2011,5915034,Scott Creek Middle School,Coquitlam,418,219,2016/2017,2017,49.286003,-122.81301,,
1013,2011,5915043,Seaview Community School,Coquitlam,209,0,2016/2017,2017,49.280175,-122.87536,,
1014,2011,5915034,Summit Middle School,Coquitlam,464,233,2016/2017,2017,49.296370,-122.80602,,
1015,2011,5915034,Suwa'lkh School,Coquitlam,5,49,2016/2017,2017,49.240531,-122.85407,,
1016,2011,5915039,Terry Fox Secondary,Coquitlam,0,1587,2016/2017,2017,49.263718,-122.74828,,
1017,2011,5915034,Traditional Learning Academy,Coquitlam,149,39,2016/2017,2017,49.245035,-122.85699,,
1018,2011,5915034,Tri-Cities Soar,Coquitlam,0,53,2016/2017,2017,49.243158,-122.83912,,
1019,2011,5915034,Walton Elementary,Coquitlam,568,0,2016/2017,2017,49.289912,-122.79681,,
1020,2011,5915039,Westwood Elementary,Coquitlam,196,0,2016/2017,2017,49.276849,-122.78210,,
1021,2011,5915046,Argyle Secondary,North Vancouver,0,1240,2016/2017,2017,49.341659,-123.04254,,
1022,2011,5915046,Blueridge Elementary,North Vancouver,347,0,2016/2017,2017,49.323938,-123.00036,,
1023,2011,5915051,Bodwell High School,North Vancouver,0,573,2016/2017,2017,49.314584,-123.10023,,
1024,2011,5915046,Boundary Elementary,North Vancouver,336,0,2016/2017,2017,49.334154,-123.05235,,
1025,2011,5915046,Braemar Elementary,North Vancouver,488,0,2016/2017,2017,49.343119,-123.08007,,
1026,2011,5915046,Brockton Preparatory School,North Vancouver,154,57,2016/2017,2017,49.340483,-123.02423,,
1027,2011,5915046,Brooksbank Elementary,North Vancouver,387,0,2016/2017,2017,49.319630,-123.04603,,
1028,2011,5915046,Canyon Heights Elementary,North Vancouver,383,0,2016/2017,2017,49.352782,-123.09641,,
1029,2011,5915046,Capilano Elementary,North Vancouver,452,0,2016/2017,2017,49.327707,-123.10844,,
1030,2011,5915046,Carisbrooke Elementary,North Vancouver,345,0,2016/2017,2017,49.342054,-123.06288,,
1031,2011,5915051,Carson Graham Secondary,North Vancouver,0,1315,2016/2017,2017,49.328828,-123.08154,,
1032,2011,5915046,Cleveland Elementary,North Vancouver,477,0,2016/2017,2017,49.347135,-123.10979,,
1033,2011,5915046,Continuing Ed SD 44,North Vancouver,0,13,2016/2017,2017,49.340516,-123.08142,,
1034,2011,5915046,Cousteau L'Ecole Francaise Interna'le,North Vancouver,120,7,2016/2017,2017,49.342681,-123.04503,,
1035,2011,5915046,Cove Cliff Elementary,North Vancouver,335,0,2016/2017,2017,49.322864,-122.94812,,
1036,2011,5915046,Dorothy Lynas Elementary,North Vancouver,543,0,2016/2017,2017,49.320525,-122.96073,,
1037,2011,5915046,Eastview Elementary,North Vancouver,251,0,2016/2017,2017,49.324932,-123.03987,,
1038,2011,5915046,Handsworth Secondary,North Vancouver,0,1457,2016/2017,2017,49.351778,-123.10093,,
1039,2011,5915046,Highlands Elementary,North Vancouver,433,0,2016/2017,2017,49.337961,-123.09791,,
1040,2011,5915051,Holy Trinity School,North Vancouver,227,0,2016/2017,2017,49.334160,-123.07295,,
1041,2011,5915046,Kenneth Gordon,North Vancouver,119,59,2016/2017,2017,49.309237,-123.01613,,
1042,2011,5915051,Larson Elementary,North Vancouver,460,0,2016/2017,2017,49.333335,-123.08456,,
1043,2011,5915046,Lions Gate Christian Academy,North Vancouver,210,109,2016/2017,2017,49.313708,-122.99399,,
727,2011,5915022,Pacific Torah Institute International,Vancouver,0,12,2016/2017,2017,49.233422,-123.12761,,
728,2011,5915022,PALS Autism School,Vancouver,6,13,2016/2017,2017,49.280270,-123.05632,,
729,2011,5915022,Pattison High School,Vancouver,0,111,2016/2017,2017,49.280835,-123.12539,,
730,2011,5915022,Pattison School,Vancouver,0,37,2016/2017,2017,49.280835,-123.12539,,
731,2011,5915022,Pierre Elliott Trudeau Elementary,Vancouver,266,0,2016/2017,2017,49.214574,-123.09609,,
732,2011,5915022,Point Grey Secondary,Vancouver,0,1025,2016/2017,2017,49.237289,-123.15343,,
733,2011,5915022,Prince of Wales Secondary,Vancouver,0,1076,2016/2017,2017,49.245472,-123.15728,,
734,2011,5915022,Queen Alexandra Elementary,Vancouver,189,0,2016/2017,2017,49.262334,-123.07748,,
735,2011,5915022,Queen Elizabeth Annex,Vancouver,80,0,2016/2017,2017,49.248981,-123.19510,,
736,2011,5915022,Queen Elizabeth Elementary,Vancouver,379,0,2016/2017,2017,49.257173,-123.20093,,
737,2011,5915022,Queen Mary Elementary,Vancouver,349,0,2016/2017,2017,49.267825,-123.20498,,
738,2011,5915022,Queen Victoria Annex,Vancouver,139,0,2016/2017,2017,49.267181,-123.06650,,
739,2011,5915022,Quilchena Elementary,Vancouver,305,0,2016/2017,2017,49.237313,-123.15194,,
740,2011,5915022,Renfrew Community Elementary,Vancouver,430,0,2016/2017,2017,49.250749,-123.03195,,
741,2011,5915022,Royal Canadian College,Vancouver,0,124,2016/2017,2017,49.207242,-123.11860,,
742,2011,5915022,SD 39 DL Elementary,Vancouver,52,0,2016/2017,2017,49.251966,-123.05268,,
743,2011,5915022,SelfDesign Learning Community (DL),Vancouver,1273,882,2016/2017,2017,49.268702,-123.19943,,
744,2011,5915022,Shaughnessy Elementary,Vancouver,419,0,2016/2017,2017,49.248447,-123.14379,,
745,2011,5915022,Simon Fraser Elementary,Vancouver,309,0,2016/2017,2017,49.257173,-123.10838,,
746,2011,5915022,Sir Alexander Mackenzie Elementary,Vancouver,385,0,2016/2017,2017,49.234683,-123.08630,,
747,2011,5915022,Sir Charles Kingsford-Smith,Vancouver,311,0,2016/2017,2017,49.221365,-123.05571,,
748,2011,5915022,Sir Charles Tupper Secondary,Vancouver,0,997,2016/2017,2017,49.249620,-123.09386,,
749,2011,5915022,Sir Guy Carleton Community Elementary,Vancouver,129,0,2016/2017,2017,49.234075,-123.03764,,
750,2011,5915022,Sir James Douglas Annex,Vancouver,191,0,2016/2017,2017,49.215012,-123.07304,,
751,2011,5915022,Sir James Douglas Elementary,Vancouver,483,0,2016/2017,2017,49.216049,-123.06465,,
752,2011,5915022,Sir John Franklin Community,Vancouver,195,0,2016/2017,2017,49.282544,-123.02826,,
753,2011,5915022,Sir Matthew Begbie Elementary,Vancouver,334,0,2016/2017,2017,49.271812,-123.03765,,
754,2011,5915022,Sir Richard McBride Annex,Vancouver,80,0,2016/2017,2017,49.241841,-123.08502,,
755,2011,5915022,Sir Richard McBride Elementary,Vancouver,344,0,2016/2017,2017,49.243521,-123.07819,,
756,2011,5915022,Sir Sandford Fleming Elementary,Vancouver,491,0,2016/2017,2017,49.226479,-123.07654,,
757,2011,5915022,Sir Wilfred Grenfell Community,Vancouver,433,0,2016/2017,2017,49.243123,-123.03449,,
758,2011,5915022,Sir Wilfrid Laurier Elementary,Vancouver,319,0,2016/2017,2017,49.218208,-123.12499,,
759,2011,5915022,Sir William Macdonald Community,Vancouver,85,0,2016/2017,2017,49.280624,-123.06432,,
760,2011,5915022,Sir William Osler Elementary,Vancouver,211,0,2016/2017,2017,49.231012,-123.13262,,
761,2011,5915022,Sir Winston Churchill Secondary,Vancouver,0,2021,2016/2017,2017,49.220418,-123.12564,,
762,2011,5915022,Sir Wm Van Horne Elementary,Vancouver,396,0,2016/2017,2017,49.231795,-123.10694,,
763,2011,5915022,Southlands Elementary,Vancouver,235,0,2016/2017,2017,49.237545,-123.19780,,
764,2011,5915022,St Andrew's,Vancouver,206,0,2016/2017,2017,49.227214,-123.09585,,
