SCHL_NR_ID,CNSS_YR,CNSS_SB_ID,SCHOOL_NM,SCHL_DSTRT,ELMNTRY_ST,SCNDRY_SCT,SCHL_YR_PD,DT_PBLCTNR,LATITUDE,LONGITUDE,X,Y
602,2011,5915015,James Thompson Elementary,Richmond,207,0,2016/2017,2017,49.169147,-123.17764,,
603,2011,5915015,James Whiteside Elementary,Richmond,404,0,2016/2017,2017,49.140764,-123.12044,,
604,2011,5915015,Jessie Wowk Elementary,Richmond,225,0,2016/2017,2017,49.143879,-123.16425,,
605,2011,5915015,John G Diefenbaker Elementary,Richmond,350,0,2016/2017,2017,49.137132,-123.17596,,
606,2011,5915015,John T Errington Elementary,Richmond,231,0,2016/2017,2017,49.142996,-123.14081,,
607,2011,5915015,Kathleen McNeely Elementary,Richmond,297,0,2016/2017,2017,49.182296,-123.08662,,
608,2011,5915015,Kingswood Elementary,Richmond,207,0,2016/2017,2017,49.144329,-123.09544,,
609,2011,5915015,Lord Byng Elementary,Richmond,313,0,2016/2017,2017,49.130264,-123.18413,,
610,2011,5915015,Manoah Steves Elementary,Richmond,282,0,2016/2017,2017,49.140188,-123.18703,,
611,2011,5915015,Maple Lane Elementary,Richmond,171,0,2016/2017,2017,49.137231,-123.14118,,
612,2011,5915015,Matthew McNair Secondary,Richmond,0,832,2016/2017,2017,49.142951,-123.11404,,
613,2011,5915015,Mitchell Elementary,Richmond,384,0,2016/2017,2017,49.184624,-123.09050,,
614,2011,5915015,Pythagoras Academy,Richmond,107,0,2016/2017,2017,49.180864,-123.12708,,
615,2011,5915015,Quilchena Elementary,Richmond,148,0,2016/2017,2017,49.159223,-123.18477,,
616,2011,5915015,R C Palmer Secondary,Richmond,0,575,2016/2017,2017,49.154063,-123.13090,,
617,2011,5915015,R M Grauer Elementary,Richmond,144,0,2016/2017,2017,49.155594,-123.17535,,
618,2011,5915015,R. C. Talmey Elementary,Richmond,160,0,2016/2017,2017,49.188408,-123.11942,,
619,2011,5915015,Richmond Christian School,Richmond,587,397,2016/2017,2017,49.143880,-123.16627,,
620,2011,5915015,Richmond Jewish Day School,Richmond,99,0,2016/2017,2017,49.148962,-123.09173,,
621,2011,5915015,Richmond Secondary,Richmond,0,1168,2016/2017,2017,49.161347,-123.14029,,
622,2011,5915015,Richmond Virtual School,Richmond,0,584,2016/2017,2017,49.162818,-123.13821,,
623,2011,5915015,Robert Alexander McMath Secondary,Richmond,0,1292,2016/2017,2017,49.129327,-123.17750,,
624,2011,5915015,Robert J Tait Elementary,Richmond,215,0,2016/2017,2017,49.195823,-123.11229,,
625,2011,5915015,Samuel Brighouse Elementary,Richmond,381,0,2016/2017,2017,49.165991,-123.14975,,
626,2011,5915015,Sea Island Elementary,Richmond,31,0,2016/2017,2017,49.190838,-123.14918,,
627,2011,5915015,Spul'u'kwuks Elementary,Richmond,413,0,2016/2017,2017,49.170743,-123.18440,,
628,2011,5915015,St Joseph the Worker,Richmond,224,0,2016/2017,2017,49.141088,-123.17471,,
629,2011,5915015,St Paul School,Richmond,246,0,2016/2017,2017,49.153441,-123.13101,,
630,2011,5915015,Station Stretch,Richmond,1,70,2016/2017,2017,49.175376,-123.14009,,
631,2011,5915015,Steveston-London Secondary,Richmond,0,1257,2016/2017,2017,49.140910,-123.15028,,
632,2011,5915015,Thomas Kidd Elementary,Richmond,164,0,2016/2017,2017,49.134178,-123.10326,,
633,2011,5915015,Tomekichi Homma Elementary,Richmond,548,0,2016/2017,2017,49.123547,-123.16831,,
634,2011,5915015,Tomsett Elementary,Richmond,222,0,2016/2017,2017,49.181805,-123.11647,,
635,2011,5915015,W D Ferris Elementary,Richmond,549,0,2016/2017,2017,49.154640,-123.14410,,
636,2011,5915015,Walter Lee Elementary,Richmond,302,0,2016/2017,2017,49.144043,-123.11982,,
637,2011,5915015,Westwind Elementary,Richmond,405,0,2016/2017,2017,49.130138,-123.16306,,
638,2011,5915015,William Bridge Elementary,Richmond,304,0,2016/2017,2017,49.137032,-123.13364,,
639,2011,5915015,William Cook Elementary,Richmond,482,0,2016/2017,2017,49.166432,-123.12849,,
640,2011,5915022,Admiral Seymour Elementary,Vancouver,128,0,2016/2017,2017,49.278677,-123.08028,,
641,2011,5915022,Alexander Academy,Vancouver,0,135,2016/2017,2017,49.285001,-123.11401,,
642,2011,5915022,Anchor Point Montessori,Vancouver,50,0,2016/2017,2017,49.281114,-123.12590,,
643,2011,5915046,Avante School,Vancouver,6,6,2016/2017,2017,49.327548,-123.02785,,
644,2011,5915022,Bayview Community Elementary,Vancouver,279,0,2016/2017,2017,49.266442,-123.18274,,
645,2011,5915022,Blessed Sacrament School,Vancouver,212,0,2016/2017,2017,49.258338,-123.11939,,
646,2011,5915022,Britannia Community Elementary,Vancouver,193,0,2016/2017,2017,49.274398,-123.07115,,
1353,2011,5917034,Oaklands Elementary,Greater Victoria,455,0,2016/2017,2017,48.440934,-123.33893,,
1354,2011,5917021,Pacific Christian School,Greater Victoria,438,419,2016/2017,2017,48.472869,-123.38593,,
1355,2011,5917034,Pacific School of Innovation and Inquiry,Greater Victoria,0,88,2016/2017,2017,48.422914,-123.34977,,
1356,2011,5917021,Reynolds Secondary,Greater Victoria,0,1109,2016/2017,2017,48.467582,-123.36028,,
1357,2011,5917040,Rockheights Middle School,Greater Victoria,138,78,2016/2017,2017,48.434567,-123.41226,,
1358,2011,5917021,Rogers Elementary,Greater Victoria,305,0,2016/2017,2017,48.475930,-123.38105,,
1359,2011,5917034,S J Willis Alternative School,Greater Victoria,7,110,2016/2017,2017,48.442109,-123.36293,,
1360,2011,5917034,Selkirk Montessori School,Greater Victoria,227,20,2016/2017,2017,48.440025,-123.37874,,
1361,2011,5917047,Shoreline Community Middle School,Greater Victoria,160,93,2016/2017,2017,48.452808,-123.42589,,
1362,2011,5917034,Sir James Douglas Elementary,Greater Victoria,482,0,2016/2017,2017,48.415253,-123.34876,,
1363,2011,5917034,South Park Family School,Greater Victoria,194,0,2016/2017,2017,48.417487,-123.36579,,
1364,2011,5917021,Spectrum Community,Greater Victoria,0,1184,2016/2017,2017,48.463208,-123.40810,,
1365,2011,5917021,St Andrew's Regional High,Greater Victoria,0,335,2016/2017,2017,48.468934,-123.37394,,
1366,2011,5917021,St Joseph's Catholic,Greater Victoria,349,0,2016/2017,2017,48.462162,-123.40261,,
1367,2011,5917021,St Margaret's,Greater Victoria,155,174,2016/2017,2017,48.479409,-123.36544,,
1368,2011,5917030,St Michaels University School - Junior,Greater Victoria,214,0,2016/2017,2017,48.418173,-123.31793,,
1369,2011,5917021,St Michaels University School - Middle,Greater Victoria,117,89,2016/2017,2017,48.450861,-123.32584,,
1370,2011,5917021,St Michaels University School - Senior,Greater Victoria,0,564,2016/2017,2017,48.450861,-123.32584,,
1371,2011,5917021,St Patrick's School,Greater Victoria,337,0,2016/2017,2017,48.434289,-123.32385,,
1372,2011,5917021,Strawberry Vale Elementary,Greater Victoria,307,0,2016/2017,2017,48.478294,-123.41701,,
1373,2011,5917021,Tillicum Community School,Greater Victoria,322,0,2016/2017,2017,48.452444,-123.39335,,
1374,2011,5917021,Torquay Elementary,Greater Victoria,269,0,2016/2017,2017,48.487493,-123.32397,,
1375,2011,5917034,Victor School,Greater Victoria,9,9,2016/2017,2017,48.432070,-123.33709,,
1376,2011,5917034,Victoria High,Greater Victoria,0,787,2016/2017,2017,48.428802,-123.34742,,
1377,2011,5917034,Victoria School for Ideal Education,Greater Victoria,56,7,2016/2017,2017,48.440735,-123.33902,,
1378,2011,5917034,Victoria West Elementary,Greater Victoria,242,0,2016/2017,2017,48.433150,-123.38811,,
1379,2011,5917047,View Royal Elementary,Greater Victoria,332,0,2016/2017,2017,48.457212,-123.43826,,
1380,2011,5917044,Belmont Secondary,Sooke,0,1309,2016/2017,2017,48.438024,-123.51292,,
1381,2011,5917044,Byte Alternate Program,Sooke,1,254,2016/2017,2017,48.449506,-123.50141,,
1382,2011,5917041,Colwood Elementary,Sooke,173,0,2016/2017,2017,48.434520,-123.48601,,
1383,2011,5917044,Crystal View Elementary,Sooke,276,0,2016/2017,2017,48.452076,-123.47716,,
1384,2011,5917041,David Cameron Elementary,Sooke,338,0,2016/2017,2017,48.443851,-123.49590,,
1385,2011,5917041,Dunsmuir Middle School,Sooke,481,258,2016/2017,2017,48.418865,-123.48871,,
1386,2011,5917052,Ecole Poirier Elementary,Sooke,409,0,2016/2017,2017,48.382778,-123.73194,,
1387,2011,5917052,Edward Milne Community School,Sooke,0,658,2016/2017,2017,48.382778,-123.73194,,
1388,2011,5917042,Hans Helgesen Elementary,Sooke,165,0,2016/2017,2017,48.365093,-123.55526,,
1389,2011,5917044,Happy Valley Elementary,Sooke,402,0,2016/2017,2017,48.429083,-123.52943,,
1390,2011,5917052,John Muir Elementary,Sooke,204,0,2016/2017,2017,48.382778,-123.73194,,
1391,2011,5917041,John Stubbs Elementary,Sooke,438,0,2016/2017,2017,48.437046,-123.46392,,
1392,2011,5917041,John Stubbs Middle,Sooke,141,46,2016/2017,2017,48.437046,-123.46392,,
1393,2011,5917052,Journey Middle School,Sooke,354,184,2016/2017,2017,48.382778,-123.73194,,
1394,2011,5917044,Juan de Fuca Distributed Learning,Sooke,0,1561,2016/2017,2017,48.449506,-123.50141,,
1395,2011,5917044,Lakewood Elementary,Sooke,415,0,2016/2017,2017,48.465532,-123.50753,,
1396,2011,5917044,Lighthouse Christian Academy,Sooke,105,56,2016/2017,2017,48.439393,-123.53295,,
1397,2011,5917044,Millstream Elementary,Sooke,221,0,2016/2017,2017,48.465605,-123.49662,,
1398,2011,5917056,Port Renfrew Elementary,Sooke,6,0,2016/2017,2017,48.557320,-124.39969,,
1399,2011,5917044,Ruth King Elementary,Sooke,269,0,2016/2017,2017,48.451405,-123.50504,,
1400,2011,5917041,Sangster Elementary,Sooke,238,0,2016/2017,2017,48.420502,-123.48588,,
1401,2011,5917052,Saseenos Elementary,Sooke,104,0,2016/2017,2017,48.387319,-123.68835,,
1402,2011,5917044,Savory Elementary,Sooke,180,0,2016/2017,2017,48.448332,-123.48744,,
1403,2011,5917052,Sooke Elementary,Sooke,297,0,2016/2017,2017,48.382778,-123.73194,,
1404,2011,5917044,Spencer Middle School,Sooke,489,206,2016/2017,2017,48.449746,-123.51349,,
1405,2011,5917042,West-Mont School,Sooke,133,6,2016/2017,2017,48.390603,-123.52468,,
1406,2011,5917044,Westshore Centre for Learning & Training,Sooke,0,201,2016/2017,2017,48.449506,-123.50141,,
1407,2011,5917044,Willway Elementary,Sooke,165,0,2016/2017,2017,48.457418,-123.54967,,
1408,2011,5917041,Wishart Elementary,Sooke,308,0,2016/2017,2017,48.421794,-123.49341,,
1409,2011,5917015,Bayside Middle School,Saanich,386,184,2016/2017,2017,48.570141,-123.45343,,
1410,2011,5917015,Brentwood Elementary,Saanich,311,0,2016/2017,2017,48.574914,-123.44636,,
1411,2011,5917021,Claremont Secondary,Saanich,0,1166,2016/2017,2017,48.515616,-123.37417,,
1412,2011,5917015,Continuing Ed SD 63,Saanich,0,75,2016/2017,2017,48.597765,-123.43061,,
1413,2011,5917021,Cordova Bay Elementary,Saanich,249,0,2016/2017,2017,48.527029,-123.36866,,
1414,2011,5917005,Deep Cove Elementary,Saanich,316,0,2016/2017,2017,48.679982,-123.45772,,
1415,2011,5917021,Island Montessori House,Saanich,7,0,2016/2017,2017,48.533637,-123.43774,,
1416,2011,5917015,Keating Elementary,Saanich,405,0,2016/2017,2017,48.567901,-123.40346,,
1417,2011,5917005,Kelset Elementary,Saanich,382,0,2016/2017,2017,48.625228,-123.42396,,
1418,2011,5917021,Lakeview Christian School,Saanich,41,0,2016/2017,2017,48.530718,-123.38445,,
1419,2011,5917021,Lochside Elementary,Saanich,396,0,2016/2017,2017,48.501952,-123.36046,,
1420,2011,5917005,North Saanich Middle School,Saanich,255,148,2016/2017,2017,48.665017,-123.41684,,
1421,2011,5917005,Parkland Secondary,Saanich,0,559,2016/2017,2017,48.670895,-123.42048,,
1422,2011,5917021,Prospect Lake Elementary,Saanich,207,0,2016/2017,2017,48.523839,-123.43327,,
1423,2011,5917021,Regent Christian Online Academy,Saanich,746,240,2016/2017,2017,48.494135,-123.38917,,
1424,2011,5917021,Royal Oak Middle School,Saanich,420,221,2016/2017,2017,48.495670,-123.39141,,
1425,2011,5917015,SD 63 Individual Learning Centre,Saanich,0,144,2016/2017,2017,48.597765,-123.43061,,
1426,2011,5917010,Sidney Elementary,Saanich,290,0,2016/2017,2017,48.653191,-123.40467,,
1427,2011,5917021,South Island Distance Education,Saanich,77,1937,2016/2017,2017,48.497377,-123.39458,,
1428,2011,5917015,Stelly's Secondary,Saanich,0,871,2016/2017,2017,48.579694,-123.43237,,
1429,2011,5917027,Fernwood Elementary,Gulf Islands,179,0,2016/2017,2017,48.854418,-123.50107,,
1430,2011,5917027,Fulford Community Elementary,Gulf Islands,110,0,2016/2017,2017,48.854418,-123.50107,,
1431,2011,5917029,Galiano Community School,Gulf Islands,47,25,2016/2017,2017,48.885336,-123.33183,,
1432,2011,5917027,Gulf Islands Secondary,Gulf Islands,0,562,2016/2017,2017,48.854418,-123.50107,,
1433,2011,5917029,Mayne Island School,Gulf Islands,23,30,2016/2017,2017,48.847362,-123.28325,,
1434,2011,5917029,Pender Islands Elem-Secondary,Gulf Islands,125,65,2016/2017,2017,48.765093,-123.26867,,
1435,2011,5917027,Phoenix Elementary,Gulf Islands,47,5,2016/2017,2017,48.854418,-123.50107,,
1436,2011,5917027,Salt Spring Centre School,Gulf Islands,41,0,2016/2017,2017,48.826261,-123.49287,,
1437,2011,5917027,Salt Spring Elementary,Gulf Islands,196,0,2016/2017,2017,48.854418,-123.50107,,
1438,2011,5917027,Salt Spring Island Middle School,Gulf Islands,111,73,2016/2017,2017,48.854418,-123.50107,,
1439,2011,5917029,Saturna Island Elementary,Gulf Islands,40,31,2016/2017,2017,48.794436,-123.17324,,
1440,2011,5915051,Windsor House School,Gulf Islands,105,67,2016/2017,2017,49.328667,-123.09780,,
1441,2011,5907041,Carmi Elementary,Okanagan Skaha,154,0,2016/2017,2017,49.482648,-119.58128,,
1442,2011,5907041,Columbia Elementary,Okanagan Skaha,263,0,2016/2017,2017,49.485980,-119.55630,,
1443,2011,5907041,Concordia Lutheran School,Okanagan Skaha,42,0,2016/2017,2017,49.465506,-119.57975,,
1444,2011,5907035,ConnectEd - Continuing Education,Okanagan Skaha,0,9,2016/2017,2017,49.602222,-119.68194,,
1445,2011,5907041,ConnectEd - Distributed Learning,Okanagan Skaha,18,77,2016/2017,2017,49.493734,-119.58580,,
1446,2011,5907041,ConnectEd - Junior Alternate,Okanagan Skaha,0,15,2016/2017,2017,49.493614,-119.58635,,
1447,2011,5907041,ConnectEd - Senior Alternate,Okanagan Skaha,0,25,2016/2017,2017,49.493734,-119.58580,,
1448,2011,5907035,Giant's Head Elementary,Okanagan Skaha,374,0,2016/2017,2017,49.602222,-119.68194,,
1449,2011,5907041,Holy Cross School,Okanagan Skaha,206,21,2016/2017,2017,49.484557,-119.58604,,
1450,2011,5907047,Kaleden Elementary,Okanagan Skaha,108,0,2016/2017,2017,49.400000,-119.60000,,
1451,2011,5907041,KVR Middle School,Okanagan Skaha,326,190,2016/2017,2017,49.491727,-119.58460,,
1452,2011,5907049,Naramata Elementary,Okanagan Skaha,96,0,2016/2017,2017,49.600000,-119.58333,,
1453,2011,5907041,Parkway Elementary,Okanagan Skaha,245,0,2016/2017,2017,49.471248,-119.58913,,
1454,2011,5907041,Penticton Christian School,Okanagan Skaha,33,39,2016/2017,2017,49.489563,-119.58676,,
1455,2011,5907041,Penticton Secondary,Okanagan Skaha,0,1217,2016/2017,2017,49.493334,-119.58764,,
1456,2011,5907041,Penticton Secondary Stride,Okanagan Skaha,0,4,2016/2017,2017,49.493334,-119.58764,,
1457,2011,5907041,Princess Margaret AIM,Okanagan Skaha,0,24,2016/2017,2017,49.463649,-119.58372,,
1458,2011,5907041,Princess Margaret Secondary,Okanagan Skaha,0,487,2016/2017,2017,49.463649,-119.58372,,
1459,2011,5907041,Queens Park Elementary,Okanagan Skaha,228,0,2016/2017,2017,49.495906,-119.60370,,
1460,2011,5907041,Skaha Lake Middle School,Okanagan Skaha,263,154,2016/2017,2017,49.463711,-119.58329,,
1461,2011,5907035,Summerland Middle School,Okanagan Skaha,201,109,2016/2017,2017,49.602222,-119.68194,,
1462,2011,5907035,Summerland Montessori School,Okanagan Skaha,36,0,2016/2017,2017,49.602222,-119.68194,,
1463,2011,5907035,Summerland Secondary,Okanagan Skaha,0,429,2016/2017,2017,49.602222,-119.68194,,
1464,2011,5907035,Summerland Secondary Alternate,Okanagan Skaha,0,20,2016/2017,2017,49.602222,-119.68194,,
1465,2011,5907035,Trout Creek Elementary,Okanagan Skaha,160,0,2016/2017,2017,49.602222,-119.68194,,
1466,2011,5907041,Uplands Elementary,Okanagan Skaha,299,0,2016/2017,2017,49.501263,-119.57367,,
1467,2011,5907803,West Bench Elementary,Okanagan Skaha,82,0,2016/2017,2017,49.501222,-119.63099,,
1468,2011,5907041,Wiltse Elementary,Okanagan Skaha,292,0,2016/2017,2017,49.472095,-119.56590,,
1469,2011,5921008,Aspengrove School,Nanaimo-Ladysmith,176,94,2016/2017,2017,49.236297,-124.06412,,
1470,2011,5921007,Bayview Elementary,Nanaimo-Ladysmith,166,0,2016/2017,2017,49.152541,-123.93848,,
1471,2011,5921007,Brechin Elementary,Nanaimo-Ladysmith,200,0,2016/2017,2017,49.177810,-123.95435,,
1472,2011,5921007,Career Technical Centre,Nanaimo-Ladysmith,0,71,2016/2017,2017,49.160849,-123.96114,,
1473,2011,5921007,Chase River Elementary,Nanaimo-Ladysmith,220,0,2016/2017,2017,49.122000,-123.92087,,
1474,2011,5921007,Cilaire Elementary,Nanaimo-Ladysmith,208,0,2016/2017,2017,49.192473,-123.96578,,
1475,2011,5921007,Cinnabar Valley Elementary,Nanaimo-Ladysmith,271,0,2016/2017,2017,49.112231,-123.92708,,
1476,2011,5921007,Coal Tyee Elementary,Nanaimo-Ladysmith,348,0,2016/2017,2017,49.193009,-124.00577,,
1477,2011,5921007,Continuing Ed SD 68,Nanaimo-Ladysmith,0,72,2016/2017,2017,49.160849,-123.96114,,
1478,2011,5921007,Departure Bay Elementary,Nanaimo-Ladysmith,263,0,2016/2017,2017,49.207957,-123.97498,,
1479,2011,5921007,Dover Bay Secondary,Nanaimo-Ladysmith,0,1412,2016/2017,2017,49.235608,-124.03382,,
1480,2011,5921007,Fairview Elementary,Nanaimo-Ladysmith,336,0,2016/2017,2017,49.165609,-123.95667,,
1481,2011,5921007,Forest Park Elementary,Nanaimo-Ladysmith,404,0,2016/2017,2017,49.190137,-123.98785,,
1482,2011,5921007,Frank J. Ney Elementary,Nanaimo-Ladysmith,237,0,2016/2017,2017,49.234811,-123.99093,,
1483,2011,5921014,Gabriola Elementary,Nanaimo-Ladysmith,156,0,2016/2017,2017,49.167210,-123.76995,,
1484,2011,5921007,Georgia Avenue Elementary,Nanaimo-Ladysmith,313,0,2016/2017,2017,49.153300,-123.95390,,
1485,2011,5921007,Hammond Bay Elementary,Nanaimo-Ladysmith,356,0,2016/2017,2017,49.232547,-123.96734,,
1486,2011,5921007,John Barsby Community School,Nanaimo-Ladysmith,0,645,2016/2017,2017,49.148088,-123.95115,,
1487,2011,5919021,Ladysmith Intermediate,Nanaimo-Ladysmith,295,0,2016/2017,2017,48.993333,-123.81555,,
1488,2011,5919021,Ladysmith Primary,Nanaimo-Ladysmith,242,0,2016/2017,2017,48.993333,-123.81555,,
1489,2011,5919021,Ladysmith Secondary,Nanaimo-Ladysmith,0,587,2016/2017,2017,48.993333,-123.81555,,
1490,2011,5921007,McGirr Elementary,Nanaimo-Ladysmith,410,0,2016/2017,2017,49.240310,-124.03290,,
1491,2011,5921016,Mountain View Elementary,Nanaimo-Ladysmith,368,0,2016/2017,2017,49.177539,-124.01517,,
1492,2011,5921007,Nanaimo Christian School,Nanaimo-Ladysmith,259,132,2016/2017,2017,49.172748,-123.99796,,
1493,2011,5921007,Nanaimo District Secondary,Nanaimo-Ladysmith,0,1344,2016/2017,2017,49.160849,-123.96114,,
1494,2011,5919017,North Oyster Elementary,Nanaimo-Ladysmith,305,0,2016/2017,2017,49.044471,-123.84457,,
1495,2011,5921007,Park Avenue Elementary,Nanaimo-Ladysmith,333,0,2016/2017,2017,49.142728,-123.94238,,
1496,2011,5921007,Pauline Haarer Elementary,Nanaimo-Ladysmith,254,0,2016/2017,2017,49.169054,-123.94328,,
1497,2011,5921007,Pleasant Valley Elementary,Nanaimo-Ladysmith,315,0,2016/2017,2017,49.225984,-124.04545,,
1498,2011,5921007,Quarterway Elementary,Nanaimo-Ladysmith,416,0,2016/2017,2017,49.179919,-123.97527,,
1499,2011,5921007,Randerson Ridge Elementary,Nanaimo-Ladysmith,329,0,2016/2017,2017,49.225908,-124.02723,,
1500,2011,5921007,Rock City Elementary,Nanaimo-Ladysmith,353,0,2016/2017,2017,49.209093,-123.99228,,
1501,2011,5921007,Rutherford Elementary,Nanaimo-Ladysmith,203,0,2016/2017,2017,49.235267,-124.01972,,
1502,2011,5921008,Seaview Elementary,Nanaimo-Ladysmith,259,0,2016/2017,2017,49.250556,-124.07444,,
1503,2011,5921007,The International High School @ VIU,Nanaimo-Ladysmith,0,44,2016/2017,2017,49.157160,-123.96666,,
1504,2011,5921007,Uplands Park Elementary,Nanaimo-Ladysmith,331,0,2016/2017,2017,49.218262,-124.01235,,
1505,2011,5921007,Vast Centre,Nanaimo-Ladysmith,1,129,2016/2017,2017,49.160849,-123.96114,,
1506,2011,5921007,Wellington Secondary,Nanaimo-Ladysmith,0,929,2016/2017,2017,49.209861,-124.00062,,
1507,2011,5921023,Arrowview Elementary,Qualicum,292,0,2016/2017,2017,49.347914,-124.39900,,
1508,2011,5921036,Bowser Elementary,Qualicum,188,0,2016/2017,2017,49.433333,-124.66666,,
1509,2011,5921023,Collaborative Education Alternative Prg.,Qualicum,52,387,2016/2017,2017,49.348056,-124.44388,,
1510,2011,5921018,Continuing Ed SD 69,Qualicum,0,11,2016/2017,2017,49.318056,-124.31138,,
1511,2011,5921018,Ecole Secondaire Ballenas Secondary,Qualicum,0,973,2016/2017,2017,49.318056,-124.31138,,
1512,2011,5921032,Errington Elementary,Qualicum,312,0,2016/2017,2017,49.288889,-124.36944,,
1513,2011,5927020,False Bay School,Qualicum,29,1,2016/2017,2017,49.451446,-124.26335,,
1514,2011,5921023,Kwalikum Secondary,Qualicum,0,658,2016/2017,2017,49.348868,-124.43622,,
1515,2011,5921032,Arrowsmith Independent School,Qualicum,11,0,2016/2017,2017,49.310889,-124.48739,,
1516,2011,5921030,Nanoose Bay Elementary,Qualicum,249,0,2016/2017,2017,49.266667,-124.20000,,
1517,2011,5921018,Oceanside Elementary,Qualicum,413,0,2016/2017,2017,49.318056,-124.31138,,
1518,2011,5921018,PASS/Woodwinds Alternate,Qualicum,5,142,2016/2017,2017,49.318056,-124.31138,,
1519,2011,5921023,Qualicum Beach Elementary,Qualicum,348,0,2016/2017,2017,49.348056,-124.44388,,
1520,2011,5921018,Springwood Elementary,Qualicum,458,0,2016/2017,2017,49.318056,-124.31138,,
1521,2011,5923008,A W Neill Elementary,Alberni,308,0,2016/2017,2017,49.269372,-124.81631,,
1522,2011,5923008,Alberni District Secondary,Alberni,0,1158,2016/2017,2017,49.254495,-124.79216,,
1523,2011,5923008,Alberni Elementary,Alberni,377,0,2016/2017,2017,49.260646,-124.80753,,
1524,2011,5923047,Bamfield Community School,Alberni,19,0,2016/2017,2017,48.828660,-125.13488,,
1525,2011,5923008,Choices DL,Alberni,19,182,2016/2017,2017,49.245125,-124.79574,,
1526,2011,5923008,Eric J Dunn Elementary,Alberni,222,0,2016/2017,2017,49.234695,-124.78548,,
1527,2011,5923008,Haahuupayak School,Alberni,136,0,2016/2017,2017,49.234445,-124.80583,,
1528,2011,5923008,John Howitt Elementary,Alberni,251,0,2016/2017,2017,49.271085,-124.79342,,
1529,2011,5923008,John Paul II Catholic School,Alberni,142,0,2016/2017,2017,49.248947,-124.80062,,
1530,2011,5923049,Maaqtusiis Elementary,Alberni,142,0,2016/2017,2017,49.252795,-126.09948,,
1531,2011,5923049,Maaqtusiis Secondary,Alberni,0,64,2016/2017,2017,49.252795,-126.09948,,
1532,2011,5923008,Maquinna Elementary,Alberni,335,0,2016/2017,2017,49.226881,-124.79224,,
1533,2011,5923019,Ucluelet Elementary,Alberni,196,0,2016/2017,2017,48.942778,-125.54611,,
1534,2011,5923019,Ucluelet Secondary,Alberni,0,146,2016/2017,2017,48.942778,-125.54611,,
1535,2011,5923008,VAST,Alberni,0,238,2016/2017,2017,49.245125,-124.79574,,
1536,2011,5923025,Wickaninnish Community School,Alberni,231,0,2016/2017,2017,49.153056,-125.90444,,
1537,2011,5923008,Wood Elementary,Alberni,223,0,2016/2017,2017,49.250798,-124.79115,,
1538,2011,5926005,Airport Elementary,Comox Valley,136,0,2016/2017,2017,49.716667,-124.90000,,
1539,2011,5926010,Arden Elementary,Comox Valley,338,0,2016/2017,2017,49.672839,-125.02439,,
1540,2011,5926005,Aspen Park Elementary,Comox Valley,341,0,2016/2017,2017,49.684255,-124.94587,,
1541,2011,5926021,Beachcombers Academy,Comox Valley,24,0,2016/2017,2017,49.506173,-124.82773,,
1542,2011,5926005,Brooklyn Elementary,Comox Valley,336,1,2016/2017,2017,49.685039,-124.90378,,
1543,2011,5926010,Courtenay Elementary,Comox Valley,179,0,2016/2017,2017,49.681511,-124.99847,,
1544,2011,5926014,Cumberland Community School,Comox Valley,338,96,2016/2017,2017,49.618611,-125.03250,,
1545,2011,5926021,Denman Island Community School,Comox Valley,38,0,2016/2017,2017,49.533333,-124.81666,,
1546,2011,5926010,Ecole Puntledge Park Elementary,Comox Valley,484,0,2016/2017,2017,49.684669,-125.01389,,
1547,2011,5926005,Ecole Robb Road,Comox Valley,497,0,2016/2017,2017,49.680563,-124.93122,,
1548,2011,5926010,Georges P Vanier Secondary,Comox Valley,0,978,2016/2017,2017,49.707752,-125.00411,,
1549,2011,5926010,Glacier View Secondary Centre,Comox Valley,4,106,2016/2017,2017,49.703104,-124.98257,,
1550,2011,5926005,Highland Secondary,Comox Valley,0,657,2016/2017,2017,49.689233,-124.91689,,
1551,2011,5926021,Hornby Island Elementary,Comox Valley,39,1,2016/2017,2017,49.533236,-124.66474,,
1552,2011,5926022,Huband Park Elementary,Comox Valley,338,0,2016/2017,2017,49.732572,-124.98684,,
1553,2011,5926010,Lake Trail Middle,Comox Valley,82,157,2016/2017,2017,49.682256,-125.01075,,
1554,2011,5926010,Mark R. Isfeld Senior Secondary,Comox Valley,0,966,2016/2017,2017,49.703585,-124.95705,,
1555,2011,5926024,Miracle Beach Elementary,Comox Valley,204,0,2016/2017,2017,49.854576,-125.11823,,
1556,2011,5926022,North Island Distance Education,Comox Valley,321,1559,2016/2017,2017,49.767127,-125.02727,,
1557,2011,5926005,Phil & Jennie Gaglardi Academy,Comox Valley,155,65,2016/2017,2017,49.682034,-124.91316,,
1558,2011,5926010,Queneesh Elementary,Comox Valley,412,0,2016/2017,2017,49.713767,-124.97420,,
1559,2011,5926021,Royston Elementary,Comox Valley,214,0,2016/2017,2017,49.644470,-124.94991,,
1560,2011,5926010,Saltwater School,Comox Valley,49,0,2016/2017,2017,49.670240,-124.99925,,
1561,2011,5926010,Valley View Elementary,Comox Valley,361,0,2016/2017,2017,49.699688,-124.95840,,
1562,2011,5924034,Campbell River Christian School,Campbell River,116,56,2016/2017,2017,50.002307,-125.24755,,
1563,2011,5924034,Carihi Secondary,Campbell River,0,839,2016/2017,2017,50.013894,-125.24753,,
